left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7406226396560669,0.9884549975395203,-5.311356403581158e-07,0.703511118888855,0.8624386191368103,0.004078117664903402,0.6239758133888245,0.7380715012550354,-0.004007025621831417,0.55013108253479,0.6507121324539185,-0.01404972467571497,0.5055597424507141,0.5658731460571289,-0.023541325703263283,0.6014763712882996,0.6859462857246399,-0.045829616487026215,0.4566728472709656,0.6752992868423462,-0.07005298137664795,0.44896894693374634,0.7366441488265991,-0.07352210581302643,0.4755094647407532,0.7631013989448547,-0.07332518696784973,0.6031718850135803,0.7639061212539673,-0.06399516016244888,0.44417423009872437,0.773200511932373,-0.0839424878358841,0.3918803334236145,0.8001835942268372,-0.08531399816274643,0.3664325475692749,0.8048702478408813,-0.09028253704309464,0.6055103540420532,0.8589091897010803,-0.08039344847202301,0.46306663751602173,0.8850705027580261,-0.10452692210674286,0.45396286249160767,0.9189648032188416,-0.09477948397397995,0.46924567222595215,0.9234814047813416,-0.0883287712931633,0.6052116751670837,0.9587019085884094,-0.09488116949796677,0.4951039254665375,0.9884735345840454,-0.11783526092767715,0.4982380270957947,1.012595772743225,-0.11131170392036438,0.5216827988624573,1.0173590183258057,-0.10408911854028702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7364296913146973,0.9741576910018921,-5.804149054711161e-07,0.695494532585144,0.8412024974822998,0.007856784388422966,0.618081271648407,0.7210920453071594,0.001253338996320963,0.5501488447189331,0.6362555027008057,-0.008388034999370575,0.5072938799858093,0.5570473074913025,-0.017979608848690987,0.5902804136276245,0.6752718687057495,-0.036915767937898636,0.4543926417827606,0.6574269533157349,-0.06106025353074074,0.44448623061180115,0.7188769578933716,-0.06687948107719421,0.46431198716163635,0.7442333698272705,-0.06893515586853027,0.5909639000892639,0.7550060153007507,-0.05601678788661957,0.4440152049064636,0.7601736187934875,-0.07670529931783676,0.3905837833881378,0.793127715587616,-0.08058004081249237,0.3602410554885864,0.8015614151954651,-0.08661720901727676,0.5933087468147278,0.848292350769043,-0.07355747371912003,0.46390509605407715,0.8744100332260132,-0.09389938414096832,0.42698654532432556,0.8999801278114319,-0.08844523131847382,0.40915346145629883,0.893877387046814,-0.08680938929319382,0.5961329340934753,0.9441500902175903,-0.08907599002122879,0.49465706944465637,0.9718714952468872,-0.10496343672275543,0.47920477390289307,0.9931125044822693,-0.09873636066913605,0.4790297746658325,0.9948937296867371,-0.09359191358089447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7375019788742065,0.9554105401039124,-5.568267056332843e-07,0.6946077346801758,0.822430431842804,0.009568104520440102,0.6155856251716614,0.7019931674003601,0.002301837084814906,0.5461035370826721,0.6178542375564575,-0.008552154526114464,0.5046876668930054,0.5370845794677734,-0.019977523013949394,0.5860247611999512,0.6624528169631958,-0.03747378662228584,0.4538520276546478,0.6417568922042847,-0.06191550940275192,0.43667855858802795,0.6992917656898499,-0.06801951676607132,0.4517315626144409,0.7270179986953735,-0.070277638733387,0.5831195712089539,0.742604672908783,-0.05721358209848404,0.44308942556381226,0.7458022236824036,-0.07806854695081711,0.38495081663131714,0.7775425314903259,-0.08341378718614578,0.3493494987487793,0.7875972390174866,-0.09077624976634979,0.5834268927574158,0.8363233804702759,-0.07506921887397766,0.45663565397262573,0.8529289364814758,-0.09378127008676529,0.39854899048805237,0.8773740530014038,-0.09324631839990616,0.3587639033794403,0.8757122755050659,-0.09679995477199554,0.5869913101196289,0.9331322312355042,-0.09053663909435272,0.49238571524620056,0.9593647122383118,-0.10608689486980438,0.45984941720962524,0.9817526936531067,-0.10463525354862213,0.43815040588378906,0.9886147975921631,-0.10409211367368698
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7375845909118652,0.939651370048523,-5.473161195368448e-07,0.6914770603179932,0.807388186454773,0.011234084144234657,0.6137424111366272,0.6886402368545532,0.0024589060340076685,0.5459376573562622,0.5990723967552185,-0.00943942740559578,0.5072454214096069,0.5131099224090576,-0.022207846865057945,0.583494246006012,0.6407320499420166,-0.041631605476140976,0.45163241028785706,0.625765860080719,-0.06466332823038101,0.43373197317123413,0.6872658133506775,-0.06918208301067352,0.44917160272598267,0.7216872572898865,-0.0703524723649025,0.5837730765342712,0.7181772589683533,-0.06237044185400009,0.43961307406425476,0.7276633381843567,-0.07978885620832443,0.37842389941215515,0.7649956941604614,-0.08204169571399689,0.3418145477771759,0.7836772203445435,-0.08807507157325745,0.5867029428482056,0.8127265572547913,-0.08058394491672516,0.4539787173271179,0.8338335752487183,-0.09622031450271606,0.39576053619384766,0.8619579672813416,-0.09230533987283707,0.3575410842895508,0.8650748133659363,-0.09471040964126587,0.5914318561553955,0.9133666753768921,-0.09613067656755447,0.49693527817726135,0.9400700926780701,-0.10920745134353638,0.47029080986976624,0.9564802050590515,-0.10476018488407135,0.45393913984298706,0.9536406993865967,-0.10293024778366089
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7023081183433533,0.9056383967399597,-5.847328452546208e-07,0.6711505651473999,0.7716255784034729,0.014604124240577221,0.6009570956230164,0.6448510885238647,0.006266727112233639,0.5396267771720886,0.551011860370636,-0.00675576739013195,0.5155352354049683,0.46237754821777344,-0.020538004115223885,0.5646287798881531,0.5945504903793335,-0.03864579275250435,0.4190917909145355,0.5866667032241821,-0.06240029260516167,0.4254426062107086,0.6467275023460388,-0.0660095363855362,0.4621201753616333,0.6664916276931763,-0.06662081927061081,0.5613225698471069,0.6750584840774536,-0.06185074895620346,0.4011356830596924,0.6853140592575073,-0.0834832638502121,0.41210201382637024,0.726296603679657,-0.0768980011343956,0.4470871388912201,0.7331329584121704,-0.07387466728687286,0.5573835968971252,0.7738706469535828,-0.08252851665019989,0.4170181155204773,0.7874717116355896,-0.10368867218494415,0.4356304407119751,0.8198379278182983,-0.08466006815433502,0.4712417721748352,0.8228409886360168,-0.07251737266778946,0.5515996217727661,0.8758730888366699,-0.1006850153207779,0.43867290019989014,0.8799212574958801,-0.11901555955410004,0.45510628819465637,0.8950864672660828,-0.10648208111524582,0.4856930673122406,0.8938126564025879,-0.09570232033729553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7021586298942566,0.9007349610328674,-7.894349209891516e-07,0.6678560972213745,0.765501856803894,0.011797905899584293,0.5981181263923645,0.627578854560852,0.004344638902693987,0.5412912964820862,0.5277156233787537,-0.007205715402960777,0.5172840356826782,0.43822985887527466,-0.017771629616618156,0.5532275438308716,0.57246333360672,-0.03339102864265442,0.41490861773490906,0.574799120426178,-0.05825968086719513,0.4237458407878876,0.6395894885063171,-0.06205210089683533,0.46103575825691223,0.6601132154464722,-0.061660781502723694,0.5438699126243591,0.6482836008071899,-0.05392247810959816,0.3941807746887207,0.6677598357200623,-0.07898274064064026,0.4146968722343445,0.7169291973114014,-0.07246080040931702,0.4567919075489044,0.724705159664154,-0.06733115017414093,0.5358154773712158,0.7427597641944885,-0.07296735048294067,0.40138620138168335,0.7613063454627991,-0.09688569605350494,0.4219723045825958,0.8015753030776978,-0.08020825684070587,0.45759260654449463,0.8044581413269043,-0.068013995885849,0.5296530723571777,0.8426513075828552,-0.08975347131490707,0.41836464405059814,0.852239727973938,-0.10773885250091553,0.39551812410354614,0.8703166246414185,-0.10032761096954346,0.3833540380001068,0.8689379692077637,-0.09320902079343796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6990450024604797,0.8637083172798157,-7.121702765289228e-07,0.6621691584587097,0.7380176782608032,0.009169238619506359,0.5944222211837769,0.604422390460968,0.0025337710976600647,0.5413007736206055,0.5019149780273438,-0.008728887885808945,0.5178951621055603,0.41233158111572266,-0.01908303052186966,0.5366324186325073,0.5479945540428162,-0.022737443447113037,0.40338432788848877,0.5264452695846558,-0.04589757323265076,0.3983360528945923,0.5976945161819458,-0.0527099147439003,0.4280860126018524,0.6273235082626343,-0.055424802005290985,0.5293134450912476,0.6121067404747009,-0.0391320176422596,0.3874027729034424,0.6283357739448547,-0.0596887469291687,0.39458492398262024,0.6867111325263977,-0.054703276604413986,0.4297727346420288,0.6976326107978821,-0.051798369735479355,0.5233692526817322,0.6940580010414124,-0.0551954060792923,0.39776611328125,0.7121685147285461,-0.07302802801132202,0.4043330252170563,0.7592721581459045,-0.05861879140138626,0.43324360251426697,0.7675940990447998,-0.04946913570165634,0.5212047100067139,0.7809311151504517,-0.07000609487295151,0.4222254157066345,0.7979276180267334,-0.08372955024242401,0.4128023684024811,0.8253626823425293,-0.0768338218331337,0.4178149998188019,0.8305115699768066,-0.07018060237169266
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829719543457031,0.8520432710647583,-7.260824759214302e-07,0.6499356031417847,0.7131192684173584,0.02241528034210205,0.5877120494842529,0.5768445730209351,0.02037648670375347,0.5386337041854858,0.4702318608760834,0.01142012607306242,0.5198665857315063,0.3798109292984009,0.00157512619625777,0.523023247718811,0.5136178731918335,-0.006446228362619877,0.393116295337677,0.5119997262954712,-0.02235148474574089,0.385705828666687,0.5750913023948669,-0.027803199365735054,0.4077552258968353,0.6050547957420349,-0.030174367129802704,0.5089242458343506,0.5758508443832397,-0.027414504438638687,0.38235652446746826,0.6052261590957642,-0.03688276186585426,0.40000277757644653,0.6562020778656006,-0.029621252790093422,0.43663114309310913,0.665091335773468,-0.027097487822175026,0.4962879717350006,0.655488133430481,-0.04636773839592934,0.3890306055545807,0.685292661190033,-0.05270380526781082,0.41262081265449524,0.7246277928352356,-0.03182482719421387,0.44841471314430237,0.7290053963661194,-0.02109740860760212,0.48596176505088806,0.7414419651031494,-0.06373962014913559,0.3984757661819458,0.7580491900444031,-0.06662580370903015,0.42178261280059814,0.785422682762146,-0.048518672585487366,0.45174601674079895,0.7902015447616577,-0.03484268859028816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6656488180160522,0.8210683465003967,-4.363541563634499e-07,0.6349465847015381,0.6738399863243103,0.025284552946686745,0.5784796476364136,0.5408159494400024,0.024333329871296883,0.53444904088974,0.4357417821884155,0.014431754127144814,0.523644208908081,0.3453788757324219,0.0007787779904901981,0.49887970089912415,0.48682940006256104,0.012736973352730274,0.3839470148086548,0.48599401116371155,-0.0015520899323746562,0.3352031707763672,0.5227768421173096,-0.015944497659802437,0.31160223484039307,0.5491281151771545,-0.025863731279969215,0.4799708425998688,0.5478781461715698,-0.010416676290333271,0.36456048488616943,0.5661318898200989,-0.015254206955432892,0.35804712772369385,0.6093785166740417,-0.01815374568104744,0.3730810284614563,0.6295107007026672,-0.02402302250266075,0.4660051465034485,0.6274439096450806,-0.031400714069604874,0.37047263979911804,0.652430534362793,-0.03294626250863075,0.3879416882991791,0.686169445514679,-0.016976825892925262,0.4206363558769226,0.6940281987190247,-0.010356820188462734,0.4558984935283661,0.7140223383903503,-0.051419224590063095,0.37600111961364746,0.722629725933075,-0.049163900315761566,0.3965967297554016,0.7435303926467896,-0.029860731214284897,0.42726242542266846,0.7476304769515991,-0.016152912750840187
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479454636573792,0.7909930944442749,-4.636589778783673e-07,0.6230810284614563,0.6465734243392944,0.02248317189514637,0.5708592534065247,0.5108583569526672,0.02136014588177204,0.5322912931442261,0.4045705795288086,0.011725226417183876,0.5296308398246765,0.31283366680145264,-0.0013899254845455289,0.47418758273124695,0.4558892846107483,0.01826544664800167,0.3668331205844879,0.4756290912628174,0.008538088761270046,0.33870500326156616,0.5241167545318604,-0.004775293171405792,0.330994188785553,0.549066960811615,-0.014848483726382256,0.4504963457584381,0.5151327252388,-0.002976850373670459,0.34520554542541504,0.5535878539085388,-0.003329835832118988,0.34108489751815796,0.5995079874992371,-0.007940595038235188,0.35404831171035767,0.616860032081604,-0.015514349564909935,0.43421611189842224,0.5937464237213135,-0.022125884890556335,0.3461291193962097,0.631676435470581,-0.020677475258708,0.3670434355735779,0.6675853133201599,-0.007532143499702215,0.3994978368282318,0.673176109790802,-0.0032609233167022467,0.42263901233673096,0.6793820858001709,-0.040649741888046265,0.3528956174850464,0.7021179795265198,-0.03774821385741234,0.3814695477485657,0.7274350523948669,-0.019312435761094093,0.41552263498306274,0.7309322953224182,-0.005628935992717743
